t_s,d1_m,d2_m,vs_mps,vus_mps,u_N,road_amp_m,road_freq_rads
80.5,0.11627,-4.83433,-0.01462,-0.00866,0.2479,0.0150,25.00
80.6,-0.95500,4.36180,0.05854,0.04360,4.3770,0.0150,25.00
80.7,8.80649,16.97629,-0.00763,-0.04053,-5.7998,0.0150,25.00
80.8,-9.05714,16.49065,-0.01351,0.07348,-2.0341,0.0150,25.00
80.9,-3.68626,6.26925,0.05260,0.00745,3.4641,0.0150,25.00
81.0,1.21133,-10.34778,-0.05218,0.01382,-2.8250,0.0150,25.00
81.1,-1.52370,8.21882,0.01710,-0.00571,-1.1762,0.0150,25.00
81.2,3.87843,7.60458,-0.02599,-0.05655,-7.3372,0.0150,25.00
81.3,-4.04993,12.57509,0.05626,0.06821,2.2886,0.0150,25.00
81.4,10.61233,21.41130,0.05223,-0.03647,0.3030,0.0150,25.00
81.5,-5.98861,-14.83523,-0.12312,0.04931,-6.8977,0.0150,25.00
81.6,-6.84384,5.52023,0.02516,-0.02425,-0.7150,0.0150,25.00
81.7,3.99619,7.50037,0.02110,-0.07308,-0.4533,0.0150,25.00
81.8,0.82242,3.49394,-0.01384,0.00086,-1.3130,0.0150,25.00
82.0,-4.02911,5.26527,0.00666,-0.00317,-1.7275,0.0150,25.00
82.0,-0.56949,2.92652,0.03055,0.04927,3.1540,0.0150,25.00
82.1,-0.27563,-0.17052,0.05309,0.05938,4.9763,0.0150,25.00
82.2,3.47252,2.74676,-0.03171,-0.02093,-1.7586,0.0150,25.00
82.4,-5.58521,2.56334,0.00217,0.01472,-1.6481,0.0150,25.00
82.5,-2.88509,8.25005,-0.00992,-0.04507,-4.6427,0.0150,25.00
82.6,-4.80389,-6.25661,0.00482,0.05750,2.7231,0.0150,25.00
82.7,0.31309,3.42575,0.10683,0.05000,8.9709,0.0150,25.00
82.8,2.59888,-5.94605,-0.10867,-0.01530,-6.4087,0.0150,25.00
82.9,-10.28395,-3.35113,0.07006,0.05326,4.7228,0.0150,25.00
83.0,7.33500,18.16545,0.00164,-0.08950,-5.3541,0.0150,25.00
83.1,-10.85376,14.26431,-0.10568,0.03096,-10.5329,0.0150,25.00
83.2,-10.02104,7.20293,-0.00371,-0.03573,-2.5508,0.0150,25.00
83.3,0.63640,-0.71417,0.02698,-0.00578,3.0048,0.0150,25.00
83.4,-0.78713,2.10526,0.02382,0.04006,0.4042,0.0150,25.00
83.5,4.86763,10.46892,0.05737,-0.01525,4.0940,0.0150,25.00
83.6,1.01347,11.67699,0.01564,0.05746,2.2612,0.0150,25.00
83.7,-1.89239,-0.33464,-0.00292,0.02079,-1.6658,0.0150,25.00
83.8,-1.17822,-9.63006,-0.03856,0.01273,-2.4697,0.0150,25.00
83.9,-1.02678,3.80707,0.07426,0.02264,4.8540,0.0150,25.00
84.0,6.46946,2.96670,-0.08896,-0.07267,-9.9323,0.0150,25.00
84.1,-11.78905,8.74469,-0.02479,0.01636,-6.7113,0.0150,25.00
84.2,-6.96898,3.60997,0.03016,-0.01288,2.0177,0.0150,25.00
84.3,1.40013,1.73470,0.01309,0.01897,1.7056,0.0150,25.00
84.4,-2.17715,0.23627,0.02918,0.05479,3.6785,0.0150,25.00
84.5,3.20846,-2.40141,-0.01464,-0.00224,-1.8419,0.0150,25.00
84.6,-2.31313,8.24971,0.03972,0.04644,-0.9766,0.0150,25.00
84.7,6.11993,17.01498,0.03356,-0.05216,-1.5114,0.0150,25.00
84.8,-3.45926,-13.33102,-0.10382,0.02890,-7.5326,0.0150,25.00
84.9,-6.59534,6.92403,-0.00238,-0.02073,-2.5444,0.0150,25.00
85.0,1.02261,-7.64840,-0.00729,-0.02622,-0.4028,0.0150,25.00
85.1,0.69417,6.37304,0.01504,0.00108,1.8994,0.0150,25.00
85.2,-0.29028,7.65241,0.00311,-0.02523,-3.2425,0.0150,25.00
85.3,-2.76368,10.83252,0.02064,0.03716,0.4317,0.0150,25.00
85.4,-1.61961,1.94463,0.03903,0.04013,3.4416,0.0150,25.00
85.5,3.26517,2.43693,-0.05340,-0.04296,-5.6326,0.0150,25.00
85.6,-4.55384,4.18665,-0.02404,-0.00726,-3.2596,0.0150,25.00
85.7,-2.72576,8.35103,-0.00588,-0.06650,-4.1206,0.0150,25.00
85.8,-3.90700,6.39747,0.03343,0.02684,1.7036,0.0150,25.00
85.9,0.36458,6.61783,0.07416,0.02711,5.5401,0.0150,25.00
86.0,0.70011,-12.58211,-0.10662,-0.00717,-6.4594,0.0150,25.00
86.1,-5.92699,5.73685,0.05603,0.01271,4.2023,0.0150,25.00
86.2,7.80769,9.12142,-0.00456,-0.03898,-5.5493,0.0150,25.00
86.3,-6.71909,17.56164,-0.02681,0.04439,-2.7540,0.0150,25.00
86.4,-4.46693,4.95024,0.01932,-0.00693,-1.0247,0.0150,25.00
86.6,0.63038,-4.23748,-0.01515,0.01164,-0.2806,0.0150,25.00
86.7,-1.31350,-5.15888,0.07954,0.07459,8.8784,0.0150,25.00
86.8,8.20458,7.29915,-0.09678,-0.08545,-12.8764,0.0150,25.00
86.9,-14.50991,7.66157,-0.05192,0.01617,-7.8058,0.0150,25.00
87.0,-9.57572,-2.53170,0.01803,-0.01280,0.9265,0.0150,25.00
87.1,2.86238,9.65607,0.03815,0.01009,2.3473,0.0150,25.00
87.2,-1.95141,-2.03011,0.02195,0.05912,2.7613,0.0150,25.00
87.3,9.63586,5.96239,0.00664,-0.02749,-3.0132,0.0150,25.00
87.4,-0.71582,9.73086,0.00649,0.04426,-3.7359,0.0150,25.00
87.5,-2.85135,7.93470,-0.01402,-0.03762,-3.7108,0.0150,25.00
87.6,-5.33131,-11.59032,-0.02859,0.03586,0.0346,0.0150,25.00
87.7,-1.21081,5.45842,0.03438,-0.00852,1.3067,0.0150,25.00
87.8,0.73913,-2.95536,-0.04581,-0.02298,-2.8727,0.0150,25.00
87.9,-5.88915,-5.24265,0.06467,0.06501,5.6228,0.0150,25.00
88.0,10.21834,24.99475,0.02007,-0.08253,-4.8287,0.0150,25.00
88.1,-10.92429,-6.37727,-0.10026,0.07592,-5.2863,0.0150,25.00
88.2,-6.10848,5.64106,0.03852,-0.01867,1.2266,0.0150,25.00
88.3,4.86365,-3.36055,0.01137,-0.00140,2.4587,0.0150,25.00
88.4,0.98587,8.10261,-0.01535,0.01175,-3.6624,0.0150,25.00
88.5,-1.92779,8.95223,-0.01289,-0.04828,-4.4868,0.0150,25.00
88.6,-3.00674,10.96470,0.01168,0.01603,-2.0216,0.0150,25.00
88.7,-4.25522,0.53486,0.00658,0.02833,0.4510,0.0150,25.00
88.8,1.88274,-2.22369,0.00997,0.01524,1.7602,0.0150,25.00
88.9,0.23998,3.82460,0.04115,0.03241,3.1489,0.0150,25.00
89.0,8.71081,16.77670,0.00679,-0.05073,-4.4605,0.0150,25.00
89.1,-5.37192,16.29533,0.03347,0.05395,0.4962,0.0150,25.00
89.2,3.04199,12.45273,0.07625,-0.02552,4.7246,0.0150,25.00
89.3,0.29243,-5.66227,-0.09398,-0.01627,-5.3819,0.0150,25.00
89.4,-3.37184,9.66127,0.06606,-0.00407,4.7077,0.0150,25.00
89.5,4.54578,7.07550,-0.05050,-0.06650,-6.5154,0.0150,25.00
89.6,-9.50540,10.77878,-0.01935,0.00850,-7.1712,0.0150,25.00
89.7,-6.06795,10.72463,0.01217,-0.02991,-0.0066,0.0150,25.00
89.8,-1.41084,-4.16276,-0.00598,0.02851,0.1266,0.0150,25.00
89.9,-0.98941,3.02313,0.04747,0.03798,4.1047,0.0150,25.00
90.0,4.70480,5.51660,-0.05559,-0.04764,-6.1747,0.0150,25.00
90.1,-8.25905,3.45905,0.01033,0.02853,-5.4300,0.0150,25.00
90.2,-2.64176,9.08316,0.01247,-0.03614,-1.4264,0.0150,25.00
90.3,-3.75185,-10.52034,-0.05740,0.02297,-3.2096,0.0150,25.00
90.4,-3.45266,7.25812,0.00018,-0.01100,-1.6690,0.0150,25.00
90.5,1.34237,-7.52005,-0.04303,-0.02626,-4.5160,0.0150,25.00
90.6,-3.17635,5.99636,0.03878,0.02615,2.3360,0.0150,25.00
90.7,7.10901,13.59105,0.03438,-0.04780,-0.4831,0.0150,25.00
90.9,-7.42636,-11.05511,-0.02513,0.09987,1.2900,0.0150,25.00
91.0,0.28349,3.98242,0.09570,0.01032,7.1880,0.0150,25.00
91.1,1.42953,-6.58740,-0.14769,-0.06032,-10.7296,0.0150,25.00
91.2,-11.66585,1.83370,-0.04189,-0.02526,-4.7424,0.0150,25.00
91.3,-5.56592,2.48513,0.02045,-0.04540,-0.0164,0.0150,25.00
91.4,-0.45766,-3.10929,0.02252,0.01415,1.1438,0.0150,25.00
91.5,-2.81413,5.51076,0.03617,0.04227,2.4399,0.0150,25.00
91.6,4.39866,-3.09080,-0.02166,0.00645,-0.7908,0.0150,25.00
91.7,-0.90287,4.04820,-0.01589,0.00346,-2.4292,0.0150,25.00
91.8,-0.85258,5.38230,-0.01231,-0.04664,-3.1658,0.0150,25.00
91.9,-3.91374,1.06207,0.03684,0.04071,1.6588,0.0150,25.00
92.0,3.16217,5.20822,0.08130,0.00727,5.2966,0.0150,25.00
92.1,0.32556,-8.42905,-0.09928,0.00002,-5.1964,0.0150,25.00
92.2,-5.15933,3.99073,0.09664,0.02247,7.7273,0.0150,25.00
92.3,8.99134,14.98429,-0.06252,-0.10968,-10.5213,0.0150,25.00
92.4,-14.15183,3.26509,-0.05922,0.02879,-8.3869,0.0150,25.00
92.5,-8.53440,2.41828,0.02527,-0.01145,1.2333,0.0150,25.00
92.6,1.53646,10.66609,0.01098,0.00442,-0.6693,0.0150,25.00
92.7,-3.14575,1.26616,-0.01566,0.02461,-1.1460,0.0150,25.00
92.8,0.69971,-3.22601,-0.00727,-0.01637,-1.3657,0.0150,25.00
92.9,1.26719,7.80794,0.00895,0.00153,-0.1521,0.0150,25.00
93.0,-2.36782,3.98852,0.00234,-0.01683,-2.4764,0.0150,25.00
93.1,-1.91444,2.66236,0.01155,0.05110,1.0575,0.0150,25.00
93.2,-2.00459,-1.30879,0.02527,0.04169,2.8659,0.0150,25.00
93.3,2.17173,-2.20603,-0.02191,-0.00567,-0.2526,0.0150,25.00
93.4,-1.68047,-1.18564,0.03448,0.03375,1.7022,0.0150,25.00
93.5,5.81109,12.32508,-0.00841,-0.04538,-3.3351,0.0150,25.00
93.6,-8.64845,-6.49883,-0.06618,0.07719,-1.6154,0.0150,25.00
93.7,-4.48541,3.85907,0.05790,0.01275,4.9310,0.0150,25.00
93.8,3.61848,-1.18156,-0.02714,-0.01370,-1.6536,0.0150,25.00
94.0,-3.43565,-3.33300,0.06893,0.06964,4.4519,0.0150,25.00
94.0,8.91487,19.16101,-0.04657,-0.08433,-7.2465,0.0150,25.00
94.1,-14.66473,10.76565,-0.08432,0.05195,-8.2818,0.0150,25.00
94.2,-9.07820,0.40094,0.00705,-0.02877,-2.9095,0.0150,25.00
94.3,2.52648,-2.14962,0.01543,-0.01093,2.4309,0.0150,25.00
94.4,-0.90100,1.91353,-0.00767,0.01237,-2.5908,0.0150,25.00
94.5,-1.37797,1.91232,0.00551,-0.02222,-1.8992,0.0150,25.00
94.6,0.35470,1.98068,0.00777,-0.00013,-2.1873,0.0150,25.00
94.8,-4.32113,1.12516,-0.00649,0.02101,-1.6614,0.0150,25.00
94.8,0.78419,0.95104,0.02484,0.03563,3.1817,0.0150,25.00
94.9,0.89115,1.25283,0.01061,0.02059,-0.1500,0.0150,25.00
95.0,2.32894,4.22468,-0.01688,-0.04407,-3.1062,0.0150,25.00
95.2,-3.12343,3.27055,0.00029,0.00745,-2.6976,0.0150,25.00
95.3,-4.99753,8.00208,-0.01662,-0.01521,-1.6704,0.0150,25.00
95.4,-2.42241,0.57152,-0.02643,0.00357,-1.5663,0.0150,25.00
95.5,-2.85082,2.95070,0.00082,-0.00263,-1.1741,0.0150,25.00
95.6,3.58831,-0.15668,-0.01940,-0.05744,-5.0825,0.0150,25.00
95.7,-2.75454,7.68567,0.03281,0.01904,1.0043,0.0150,25.00
95.8,0.12304,9.79830,0.01438,-0.02095,-1.4664,0.0150,25.00
95.9,-2.67638,-12.75589,-0.01324,0.05790,1.7936,0.0150,25.00
96.0,5.36207,11.50758,0.13244,0.01295,9.6022,0.0150,25.00
96.1,1.63181,-8.24835,-0.13988,-0.02438,-9.0499,0.0150,25.00
96.2,-11.75115,2.44509,0.04784,0.02234,3.2282,0.0150,25.00
96.3,0.66582,7.44046,0.08263,-0.02157,3.9944,0.0150,25.00
96.4,-2.66683,-10.58329,-0.01667,0.08105,2.6234,0.0150,25.00
96.5,2.14151,10.32855,0.04568,-0.01164,1.1366,0.0150,25.00
96.6,0.03390,-3.19839,-0.14146,-0.06132,-10.9520,0.0150,25.00
96.7,-12.07202,5.26846,-0.03977,-0.03752,-4.8735,0.0150,25.00
96.8,-5.69918,0.93005,0.04012,-0.03900,0.3017,0.0150,25.00
96.9,0.48934,0.19512,0.02356,0.01448,0.7245,0.0150,25.00
97.0,-3.29931,-0.14423,0.00678,0.04892,-0.3834,0.0150,25.00
97.1,3.32054,-2.43367,0.00403,0.02688,2.8314,0.0150,25.00
97.2,-1.23547,-2.84997,-0.00310,0.04316,0.1049,0.0150,25.00
97.3,1.76893,5.27828,0.01002,-0.03891,-0.3631,0.0150,25.00
97.4,-0.68363,2.79738,0.03332,0.03681,0.2907,0.0150,25.00
97.5,-2.02635,1.79467,0.02363,0.03898,1.1901,0.0150,25.00
97.6,1.24894,-7.62789,-0.04822,0.00959,-3.4038,0.0150,25.00
97.7,-1.08869,5.10692,0.03811,0.00725,2.6440,0.0150,25.00
97.8,2.68752,7.40671,-0.05736,-0.06482,-7.6924,0.0150,25.00
97.9,-9.96548,8.21816,-0.00735,0.01350,-5.8625,0.0150,25.00
98.0,-5.18104,9.32428,0.03214,-0.01197,1.6587,0.0150,25.00
98.1,-1.29916,-4.38822,-0.00254,0.05094,1.4662,0.0150,25.00
98.2,-0.25788,-0.02652,0.04159,0.03855,3.0299,0.0150,25.00
98.3,4.32590,6.18462,-0.04733,-0.04773,-5.1063,0.0150,25.00
98.4,-7.97090,-2.56435,0.00675,0.03729,-1.2211,0.0150,25.00
98.5,-1.67870,4.92711,0.03135,-0.03166,-0.1897,0.0150,25.00
98.6,-2.95624,-13.97265,-0.02764,0.05309,0.3615,0.0150,25.00
98.7,-1.29150,9.06008,0.07578,0.02165,5.3707,0.0150,25.00
98.8,1.34486,-11.73965,-0.14520,-0.02047,-8.4677,0.0150,25.00
98.9,-11.36434,-0.30341,-0.01955,-0.00987,-3.0155,0.0150,25.00
99.0,-4.20075,6.91258,0.03128,-0.05573,0.8535,0.0150,25.00
99.1,0.07735,10.28324,0.00929,0.00352,-2.3663,0.0150,25.00
99.3,-2.73287,5.73934,-0.00940,0.00544,-1.2644,0.0150,25.00
99.4,0.61355,-2.49814,-0.01542,-0.00153,0.1029,0.0150,25.00
99.5,0.11059,8.45048,-0.00080,-0.00907,-2.8173,0.0150,25.00
99.6,-1.33092,5.63994,0.00501,-0.03310,-2.1283,0.0150,25.00
99.7,-1.56683,9.47197,0.01264,0.02104,-1.7339,0.0150,25.00
99.8,-2.24922,6.08661,0.00074,0.00405,-0.9885,0.0150,25.00
99.9,1.23245,-3.56366,-0.01449,0.00396,-0.6629,0.0150,25.00
100.0,0.59574,5.18524,0.02380,0.00127,-0.7681,0.0150,25.00
100.1,2.26439,6.12383,0.00205,-0.05169,-2.2246,0.0150,25.00
100.2,-3.40270,4.52303,0.01035,0.04256,0.1267,0.0150,25.00
100.3,-2.47349,2.75807,0.01302,0.01252,0.7896,0.0150,25.00
100.4,-0.05975,-7.04977,-0.05319,-0.00497,-3.9521,0.0150,25.00
100.5,-1.99632,2.16435,0.02079,0.01489,0.8196,0.0150,25.00
100.6,2.34285,-0.35972,-0.05936,-0.04353,-5.7158,0.0150,25.00
100.7,-5.30190,10.72120,0.02092,0.02052,-3.1509,0.0150,25.00
100.8,-2.82575,7.10600,0.03998,-0.00040,2.8584,0.0150,25.00
100.9,0.46394,-9.40204,-0.03368,0.01805,-0.7315,0.0150,25.00
101.0,-2.01567,4.90713,0.06900,0.03713,6.5566,0.0150,25.00
101.1,5.70222,-5.13039,-0.11351,-0.06227,-11.6419,0.0150,25.00
101.2,-12.63396,1.77314,-0.01481,0.01473,-5.8238,0.0150,25.00
101.3,-4.29626,4.38863,0.04498,-0.02896,1.2077,0.0150,25.00
101.4,1.91925,5.69813,0.01229,0.02374,0.2239,0.0150,25.00
101.5,-2.13556,4.84085,0.00876,0.02515,1.3256,0.0150,25.00
101.6,2.83997,-2.58535,-0.00871,-0.01337,0.9319,0.0150,25.00
101.7,-0.26765,4.57816,0.03756,0.01593,2.7834,0.0150,25.00
101.8,1.12367,6.11512,0.03401,-0.01255,-0.0489,0.0150,25.00
101.9,-3.33350,-10.11590,-0.00067,0.07859,3.0994,0.0150,25.00
102.0,0.80534,5.09823,0.06019,0.01427,2.8491,0.0150,25.00
102.1,1.13405,-6.04846,-0.15026,-0.04959,-10.2323,0.0150,25.00
102.2,-13.18712,3.68466,-0.05058,-0.03170,-4.9637,0.0150,25.00
102.3,-6.45985,2.81495,0.02556,-0.06333,-1.0275,0.0150,25.00
102.4,-1.08199,0.22485,0.02175,0.01222,0.9363,0.0150,25.00
102.5,-2.55151,3.42477,0.00408,0.02210,-2.1148,0.0150,25.00
102.6,2.18938,-4.79387,-0.00676,0.01943,1.0215,0.0150,25.00
102.7,-0.02105,3.89287,0.00915,0.02590,-1.0714,0.0150,25.00
102.8,3.30191,6.11642,0.01418,-0.04508,-0.2746,0.0150,25.00
102.9,-0.48308,4.21528,0.01946,0.02933,-0.9035,0.0150,25.00
103.0,-3.02937,3.59091,0.00916,0.02948,-0.2105,0.0150,25.00
103.1,2.10254,-0.94707,-0.00133,0.01884,0.3417,0.0150,25.00
103.2,0.76111,1.01300,0.05455,0.03788,4.9409,0.0150,25.00
103.3,6.68490,14.37211,-0.05534,-0.07594,-7.5808,0.0150,25.00
103.5,-10.30094,4.62778,-0.03826,0.01441,-6.1662,0.0150,25.00
103.6,-6.22949,6.67777,0.00718,-0.02557,-0.4384,0.0150,25.00
103.7,-1.37515,-0.04516,0.00056,0.03455,0.6785,0.0150,25.00
103.8,-1.23915,1.74808,0.01659,0.02015,1.1741,0.0150,25.00
103.9,3.72006,-4.12842,-0.01096,-0.02262,-1.7734,0.0150,25.00
104.0,-0.15015,2.54477,0.02174,0.01939,0.4770,0.0150,25.00
104.1,-0.85134,8.15897,0.01785,-0.00831,-1.6196,0.0150,25.00
104.2,-3.12691,-6.37271,-0.02663,0.04993,-1.9684,0.0150,25.00
104.3,-1.37191,8.73558,0.00560,-0.01829,-0.9691,0.0150,25.00
104.4,0.72794,-5.76557,-0.06134,-0.02569,-4.8300,0.0150,25.00
104.5,-2.97095,6.19401,0.03235,-0.00060,-0.0697,0.0150,25.00
104.6,3.44125,12.95641,0.01505,-0.06715,-0.6904,0.0150,25.00
104.7,-5.18933,-10.83964,-0.01825,0.07746,2.3053,0.0150,25.00
104.8,-0.49324,6.34820,0.05820,0.01051,3.5542,0.0150,25.00
104.9,3.20248,-3.41946,-0.09242,-0.04129,-7.9136,0.0150,25.00
105.0,-9.23848,-3.59479,0.00502,0.01090,0.9190,0.0150,25.00
105.1,-9.21267,-4.67609,0.01746,-0.00585,2.9161,0.0150,25.00
105.2,-9.21266,-4.67621,0.01330,-0.00594,2.5931,0.0150,25.00
105.3,-9.21266,-4.67621,0.00852,-0.00403,2.2037,0.0150,25.00
105.4,-9.21266,-4.67621,0.00496,-0.00239,1.9111,0.0150,25.00
105.5,-9.21266,-4.67621,0.00299,-0.00145,1.7489,0.0150,25.00
105.6,-9.21266,-4.67621,0.00179,-0.00087,1.6506,0.0150,25.00
105.7,-9.21266,-4.67621,0.00102,-0.00049,1.5871,0.0150,25.00
105.8,-9.21266,-4.67621,0.00061,-0.00030,1.5534,0.0150,25.00
105.9,-9.21266,-4.67621,0.00037,-0.00018,1.5332,0.0150,25.00
106.0,-6.58059,20.57370,0.04166,-0.03797,1.0087,0.0150,25.00
106.1,-10.51196,3.81522,-0.31627,-0.16162,-27.1845,0.0150,25.00
106.2,-24.83404,8.02160,-0.09186,-0.11415,-14.7733,0.0150,25.00
106.3,-14.59420,6.55983,0.01686,-0.07279,-2.1125,0.0150,25.00
106.4,1.36647,7.75070,0.06406,0.01309,4.3159,0.0150,25.00
106.5,0.65445,-0.67744,0.07982,0.09674,6.6324,0.0150,25.00
106.6,6.49974,13.75800,-0.03544,-0.02013,-4.8560,0.0150,25.00
106.7,-8.05218,8.46772,0.01453,0.07769,-2.8422,0.0150,25.00
106.8,0.68178,7.62078,0.01207,-0.03068,-2.3788,0.0150,25.00
106.9,-3.53002,-11.40203,-0.04441,0.05685,-1.9690,0.0150,25.00
107.0,-2.46276,4.51417,0.04132,0.02195,3.0189,0.0150,25.00
107.1,2.13502,-0.60947,-0.04005,-0.01198,-3.1101,0.0150,25.00
107.2,-5.58295,2.64383,0.06315,0.06882,3.1159,0.0150,25.00
107.3,8.48803,16.58523,0.02320,-0.03551,-2.8105,0.0150,25.00
107.4,-8.35062,-10.45284,-0.09858,0.07091,-6.4135,0.0150,25.00
107.5,-4.56812,7.83415,0.05181,-0.01149,2.0689,0.0150,25.00
107.6,4.69500,-2.04265,0.01555,0.00185,3.2052,0.0150,25.00
107.8,2.65537,11.19209,0.01589,0.01614,-0.5122,0.0150,25.00
107.9,1.41128,5.08475,0.00239,-0.01718,-1.3660,0.0150,25.00
108.0,-1.83749,9.36913,0.01114,0.02367,-1.7216,0.0150,25.00
108.1,-3.78564,2.85687,0.01879,0.02945,0.0230,0.0150,25.00
108.2,2.38278,0.56829,-0.01552,-0.00481,-0.5779,0.0150,25.00
108.3,-1.29990,0.46924,0.05092,0.03692,3.1900,0.0150,25.00
108.4,6.04487,10.49752,-0.04008,-0.06137,-8.3693,0.0150,25.00
108.5,-10.81682,14.65605,-0.02878,0.03849,-6.3164,0.0150,25.00
108.6,-6.57444,2.96584,0.03305,-0.00196,1.5169,0.0150,25.00
108.7,3.14361,-1.12982,0.01842,0.01878,2.0078,0.0150,25.00
108.8,0.85750,2.50163,0.03499,0.05051,2.1332,0.0150,25.00
108.9,3.77463,3.83725,-0.02280,-0.01278,-3.1566,0.0150,25.00
109.0,-4.91199,18.10699,0.00678,0.02331,-3.5876,0.0150,25.00
109.1,-3.24244,8.88409,0.00272,-0.01799,-1.4493,0.0150,25.00
109.2,-3.62274,-10.89911,-0.02227,0.05060,0.3312,0.0150,25.00
109.3,-1.09398,2.62878,0.09765,0.04448,7.9247,0.0150,25.00
109.4,3.60100,-3.53071,-0.12832,-0.05972,-10.8144,0.0150,25.00
109.5,-13.72270,1.44307,-0.03318,-0.00180,-6.7914,0.0150,25.00
109.6,-7.13857,0.13035,0.04675,-0.02013,1.7145,0.0150,25.00
109.7,2.57534,6.01119,0.04271,0.02746,1.0626,0.0150,25.00
109.8,-1.92765,1.42801,0.03612,0.07434,4.8097,0.0150,25.00
109.9,3.59538,2.02488,-0.02802,0.00021,-0.7805,0.0150,25.00
110.0,-2.99787,3.55473,0.03092,0.03903,0.4629,0.0150,25.00
110.1,5.72993,15.77989,-0.01294,-0.06437,-5.4384,0.0150,25.00
110.2,-8.03394,2.09700,-0.05813,0.06196,-2.4878,0.0150,25.00
110.3,-4.52416,9.66445,0.03583,-0.01773,0.7764,0.0150,25.00
110.4,3.50344,-1.18785,-0.00169,-0.00513,1.0051,0.0150,25.00
110.5,1.62027,5.33531,0.02057,0.01204,-0.9878,0.0150,25.00
110.6,4.89322,14.82219,0.02336,-0.06381,-1.1768,0.0150,25.00
110.7,-3.65715,-0.70079,-0.00902,0.06454,0.7474,0.0150,25.00
110.8,-1.86714,4.74519,0.03216,0.00855,1.1974,0.0150,25.00
110.9,1.11843,-7.78735,-0.06070,-0.00805,-4.4036,0.0150,25.00
111.0,-3.62336,2.09830,0.03793,0.01343,2.2740,0.0150,25.00
111.1,6.05040,10.17270,-0.01800,-0.05997,-6.4228,0.0150,25.00
111.2,-7.03992,7.53173,-0.00276,0.06747,1.0107,0.0150,25.00
111.3,-3.11068,2.76859,0.02884,0.01587,1.7106,0.0150,25.00
111.4,-0.82970,-10.53118,-0.02883,0.02115,-1.4044,0.0150,25.00
111.5,-2.15663,-0.71460,0.07588,0.05496,7.6926,0.0150,25.00
111.6,7.37714,6.57697,-0.09656,-0.08421,-12.9002,0.0150,25.00
111.7,-13.04047,1.78255,-0.05005,-0.01999,-8.3349,0.0150,25.00
111.8,-9.37175,7.80617,0.00219,-0.04533,-1.6848,0.0150,25.00
111.9,-0.04142,11.81093,0.00748,-0.01018,-0.9191,0.0150,25.00
112.0,-3.75305,-1.19456,-0.01307,0.01997,-1.3707,0.0150,25.00
112.2,1.59363,-3.84423,0.01347,-0.00827,0.0438,0.0150,25.00
112.3,2.02542,4.66343,0.03066,0.02413,2.6143,0.0150,25.00
112.4,-1.46624,2.62677,0.05144,0.03515,3.0623,0.0150,25.00
112.5,1.70012,-7.49217,0.01447,0.07382,2.7413,0.0150,25.00
112.6,0.23962,1.91026,0.03379,0.05798,2.7713,0.0150,25.00
112.7,2.17388,-5.07242,-0.11286,-0.04372,-9.2902,0.0150,25.00
112.8,-9.00596,2.82877,-0.01527,-0.01751,-2.2639,0.0150,25.00
112.9,-5.34380,4.81136,0.01959,-0.03166,-0.1823,0.0150,25.00
113.0,-0.34928,6.84863,0.03010,0.02005,-0.3002,0.0150,25.00
113.1,-2.71541,2.12614,0.01939,0.03780,1.6878,0.0150,25.00
113.2,3.03473,-4.22139,-0.03361,-0.00178,-1.6744,0.0150,25.00
113.3,-1.07331,4.70400,0.03929,0.02512,-0.1231,0.0150,25.00
113.4,6.32907,10.48353,-0.01921,-0.04724,-5.3759,0.0150,25.00
113.5,-7.39579,11.11154,-0.01205,0.05379,-1.3067,0.0150,25.00
113.6,-4.08565,0.77936,0.02927,0.01007,0.3186,0.0150,25.00
113.7,0.99223,-3.51804,-0.05421,-0.02103,-4.5670,0.0150,25.00
113.8,-2.59279,5.27126,0.03312,0.00540,2.0018,0.0150,25.00
113.9,4.47261,5.77197,-0.03243,-0.05083,-7.7045,0.0150,25.00
114.0,-6.60543,18.90425,0.02154,0.03714,-1.4706,0.0150,25.00
114.1,-4.25298,-1.79254,0.04136,0.02186,2.7402,0.0150,25.00
114.2,-0.25436,-9.29614,-0.04803,0.01398,-1.1635,0.0150,25.00
114.3,-2.12592,8.67728,0.02912,-0.00102,1.0213,0.0150,25.00
114.4,0.04282,0.01842,-0.05362,-0.03695,-5.4212,0.0150,25.00
114.5,-6.42096,11.96065,0.01344,0.00880,-4.7513,0.0150,25.00
114.6,-4.69491,7.64663,0.00685,-0.01605,-0.5061,0.0150,25.00
114.7,-4.09063,-10.16587,-0.04681,0.03395,-2.4055,0.0150,25.00
114.8,-2.96763,4.76471,0.01597,0.00690,0.0513,0.0150,25.00
114.9,1.72474,-3.69035,-0.04856,-0.02684,-5.2290,0.0150,25.00
115.0,-3.49928,4.38006,0.02379,0.01950,-0.3102,0.0150,25.00
115.1,0.28970,10.82058,0.03015,-0.04277,-1.3593,0.0150,25.00
115.2,-3.12045,-13.47594,-0.02219,0.06347,1.3954,0.0150,25.00
115.3,-0.64851,6.17189,0.05942,0.01344,3.5702,0.0150,25.00
115.4,3.84063,-2.10813,-0.09949,-0.05327,-10.0134,0.0150,25.00
115.5,-7.91737,2.69581,0.00048,-0.00288,-0.9962,0.0150,25.00
115.6,-0.69868,13.91067,0.04525,-0.06307,0.0543,0.0150,25.00
115.7,-0.64896,8.88954,0.02498,0.04060,1.6041,0.0150,25.00
