t_s,d1_m,d2_m,vs_mps,vus_mps,u_N,road_amp_m,road_freq_rads
45.2,-1.45117,6.30636,0.09251,0.01021,5.0568,0.0150,25.00
45.3,3.16390,-8.70794,-0.13390,-0.05706,-10.2089,0.0150,25.00
45.4,-11.27937,2.18165,-0.01887,-0.01629,-2.7593,0.0150,25.00
45.5,-5.22046,2.93948,0.04107,-0.03547,1.6473,0.0150,25.00
45.6,1.62719,1.16039,0.02402,0.01731,0.7330,0.0150,25.00
45.7,-2.55348,6.58705,0.04683,0.04888,4.1676,0.0150,25.00
45.8,3.14141,-4.34824,-0.02745,0.01541,-1.3630,0.0150,25.00
45.9,-2.18044,-2.32283,0.04821,0.06172,5.1386,0.0150,25.00
46.0,9.03484,22.33199,-0.02608,-0.08265,-6.8496,0.0150,25.00
46.1,-12.23934,9.13553,-0.05757,0.06687,-5.3718,0.0150,25.00
46.2,-6.82655,-0.83694,0.03131,-0.01007,0.1534,0.0150,25.00
46.3,3.19772,0.63252,0.00131,0.00179,1.1192,0.0150,25.00
46.4,-1.20454,1.93745,-0.01762,0.01818,-2.9350,0.0150,25.00
46.5,-0.26418,4.44507,0.00396,-0.04342,-2.1025,0.0150,25.00
46.6,-0.94822,1.28013,0.00183,0.00388,-1.3475,0.0150,25.00
46.7,-6.59044,2.08772,0.00633,0.02014,0.2864,0.0150,25.00
46.9,1.90365,0.74434,-0.00620,0.01922,0.4549,0.0150,25.00
47.0,-0.41679,1.94981,0.00096,0.01661,-1.1944,0.0150,25.00
47.1,1.61237,-6.01890,-0.03964,-0.01524,-2.7924,0.0150,25.00
47.2,-3.33724,4.67554,0.03867,0.04147,-0.6566,0.0150,25.00
47.3,7.19644,20.34102,0.06137,-0.05894,3.9784,0.0150,25.00
47.4,-2.64010,-14.62596,-0.10038,0.03043,-5.8161,0.0150,25.00
47.5,-4.62432,4.15391,0.03176,-0.01365,0.7341,0.0150,25.00
47.6,3.70217,-5.23575,-0.03337,-0.03995,-4.1728,0.0150,25.00
47.7,-2.37978,11.66110,0.00375,-0.00137,-2.0594,0.0150,25.00
47.8,-3.98700,5.82794,0.00478,-0.02366,-2.2383,0.0150,25.00
47.9,-4.58014,-9.54727,-0.01946,0.04074,-0.4315,0.0150,25.00
48.0,-1.08877,7.80853,0.06290,0.02114,4.4164,0.0150,25.00
48.1,2.72933,-9.82491,-0.09572,-0.01809,-8.0069,0.0150,25.00
48.2,-8.56109,-1.49213,0.02217,0.02623,0.4962,0.0150,25.00
48.3,6.37815,22.33670,0.06648,-0.08887,1.7686,0.0150,25.00
48.4,-5.19459,-7.94188,-0.01349,0.09130,0.9428,0.0150,25.00
48.5,-0.46341,7.01791,0.05498,0.00398,3.3128,0.0150,25.00
48.6,0.92231,-8.87096,-0.09775,-0.01727,-6.0587,0.0150,25.00
48.7,-7.89011,3.42412,0.03823,0.01546,2.3161,0.0150,25.00
48.8,7.46898,14.34545,0.01604,-0.08125,-5.5350,0.0150,25.00
48.9,-4.55505,12.00973,0.01233,0.06521,1.6688,0.0150,25.00
49.0,-1.28711,5.65554,0.05457,0.01571,3.0607,0.0150,25.00
49.1,0.89969,-11.05454,-0.07958,0.00614,-4.8173,0.0150,25.00
49.2,-5.84593,-0.64191,0.05411,0.03282,4.4763,0.0150,25.00
49.3,6.49833,12.46447,-0.03793,-0.08445,-7.3275,0.0150,25.00
49.4,-11.18981,12.38840,-0.02236,0.04407,-5.4767,0.0150,25.00
49.5,-5.40976,1.27677,0.02903,-0.00587,0.4343,0.0150,25.00
49.6,2.68708,-3.18412,-0.00499,0.02066,0.7567,0.0150,25.00
49.7,-0.98271,0.87050,-0.00238,0.02935,-0.2971,0.0150,25.00
49.8,3.23441,0.12410,-0.02578,-0.03264,-5.0990,0.0150,25.00
49.9,-2.13685,11.28148,0.03796,0.03117,-0.9999,0.0150,25.00
50.0,3.53846,13.72914,0.04951,-0.03296,3.5353,0.0150,25.00
50.1,-2.41096,-10.74671,-0.11201,-0.00097,-8.2063,0.0150,25.00
50.2,-6.61011,4.73357,-0.01306,-0.03502,-3.9105,0.0150,25.00
50.3,0.31061,-4.77058,-0.00931,-0.04888,-2.7157,0.0150,25.00
50.4,0.22282,2.35764,0.00530,-0.00671,0.4083,0.0150,25.00
50.5,-2.02622,14.67326,0.02933,-0.01997,0.6196,0.0150,25.00
50.6,-2.04162,2.37464,0.01789,0.05760,2.3506,0.0150,25.00
50.7,-0.88680,3.16655,0.04137,0.04222,3.3863,0.0150,25.00
50.8,4.19193,2.38909,-0.06393,-0.04261,-6.2373,0.0150,25.00
51.0,-6.70284,1.36262,0.00966,0.02577,-0.3435,0.0150,25.00
51.0,0.73128,8.57690,0.02351,-0.05175,0.7763,0.0150,25.00
51.1,-3.43519,-5.31473,0.02213,0.06928,4.2470,0.0150,25.00
51.3,6.12466,19.27531,0.10531,-0.03049,6.8995,0.0150,25.00
51.4,0.98599,-5.94112,-0.13545,-0.03523,-10.5668,0.0150,25.00
51.5,-10.18822,2.25095,0.02789,0.01254,1.2182,0.0150,25.00
51.6,4.10432,11.40686,0.07243,-0.05350,4.2324,0.0150,25.00
51.7,0.35082,-3.55624,0.02034,0.05776,3.9742,0.0150,25.00
51.8,2.25229,11.52419,0.04307,0.00235,1.8406,0.0150,25.00
51.9,-0.33833,-4.07781,-0.14562,-0.05051,-10.8341,0.0150,25.00
52.0,-12.29398,4.79437,-0.04907,-0.03358,-6.8528,0.0150,25.00
52.1,-5.12609,2.41299,0.03083,-0.05960,-0.1616,0.0150,25.00
52.2,0.29983,0.01432,0.03607,0.01579,1.8720,0.0150,25.00
52.3,-3.11028,5.00128,0.05372,0.05295,3.1505,0.0150,25.00
52.4,3.23727,-5.44069,-0.04152,0.00220,-3.1262,0.0150,25.00
52.5,-2.92592,3.53362,-0.00494,0.00582,-0.5521,0.0150,25.00
52.6,0.66789,0.35006,-0.03649,-0.04403,-6.3110,0.0150,25.00
52.7,-3.25953,8.06583,0.05239,0.04979,2.0090,0.0150,25.00
52.8,9.90786,22.85812,0.07500,-0.05632,-1.5116,0.0150,25.00
52.9,-4.03803,-16.87081,-0.13258,0.02859,-7.8849,0.0150,25.00
53.0,-4.77785,4.33937,0.04679,-0.01819,1.8327,0.0150,25.00
53.1,6.45252,6.52057,0.01521,-0.07181,-0.9119,0.0150,25.00
53.2,0.73343,1.65211,-0.00830,0.00562,-1.8745,0.0150,25.00
53.3,-4.64491,3.14435,0.00328,0.00827,-0.5724,0.0150,25.00
53.4,-2.91626,-11.26118,-0.00186,0.06470,2.0629,0.0150,25.00
53.5,-0.52050,4.72545,0.09161,0.04757,7.7757,0.0150,25.00
53.6,3.24595,-8.37414,-0.12835,-0.04164,-9.9991,0.0150,25.00
53.7,-12.56528,-2.18552,-0.01188,0.01785,-2.8900,0.0150,25.00
53.8,-4.03270,3.05734,0.06136,-0.01321,3.1106,0.0150,25.00
53.9,3.06341,11.45148,0.03418,0.03755,1.7907,0.0150,25.00
54.0,-1.82328,-0.21691,0.02189,0.06511,2.6895,0.0150,25.00
54.1,4.73816,5.15362,-0.06817,-0.05880,-7.3936,0.0150,25.00
54.2,-6.21061,1.45250,-0.00860,0.00850,-1.3252,0.0150,25.00
54.3,-1.89937,5.06011,0.01951,-0.04914,0.5026,0.0150,25.00
54.4,-2.27262,3.11235,0.01793,0.03212,2.0706,0.0150,25.00
54.5,-1.59464,8.76187,0.02849,0.00690,1.0257,0.0150,25.00
54.6,1.81772,-1.79466,-0.05897,-0.03962,-5.4291,0.0150,25.00
54.7,-6.07373,0.63694,0.02521,0.02953,2.8198,0.0150,25.00
54.8,6.85584,13.82950,-0.00219,-0.06473,-5.1405,0.0150,25.00
54.9,-6.23967,8.22016,-0.02705,0.06089,-0.9692,0.0150,25.00
55.0,-4.67779,2.91663,0.00744,-0.00503,-0.5097,0.0150,25.00
55.1,-0.15078,-3.19523,-0.04929,-0.02021,-4.0122,0.0150,25.00
55.2,-2.71425,1.37960,0.03138,0.01325,2.6542,0.0150,25.00
55.3,5.29402,10.09342,-0.02033,-0.04746,-5.8785,0.0150,25.00
55.4,-6.32991,14.10408,0.00283,0.04471,-0.9971,0.0150,25.00
55.5,-3.38772,2.92247,0.03193,0.00271,0.8679,0.0150,25.00
55.6,-1.18713,-12.09659,-0.05074,0.01311,-2.4169,0.0150,25.00
55.7,-1.79143,7.94507,0.01472,-0.01615,-0.7740,0.0150,25.00
55.8,1.30985,-2.07801,-0.06320,-0.04176,-8.4308,0.0150,25.00
55.9,-5.87189,12.71662,-0.00524,-0.00290,-5.5283,0.0150,25.00
56.1,-5.71796,6.16544,0.02425,-0.01478,-0.1349,0.0150,25.00
56.2,-1.06781,-7.09724,0.00241,0.05022,0.7933,0.0150,25.00
56.3,-0.86702,2.61347,0.06598,0.04981,5.7909,0.0150,25.00
56.4,7.25532,4.80761,-0.09105,-0.07221,-9.7247,0.0150,25.00
56.5,-10.49644,-0.75640,-0.01964,0.00393,-3.6295,0.0150,25.00
56.6,-4.95080,7.15306,0.02153,-0.05207,-2.4867,0.0150,25.00
56.7,-1.65917,7.99561,-0.00047,0.02304,-0.9981,0.0150,25.00
56.8,-4.45859,2.22310,0.00266,0.03159,-0.0675,0.0150,25.00
56.9,2.62602,-7.93855,-0.00652,-0.00497,-0.2298,0.0150,25.00
57.0,1.55276,6.59123,0.01779,0.01159,-0.0720,0.0150,25.00
57.1,3.64417,17.89604,0.05158,-0.05858,1.7292,0.0150,25.00
57.2,-1.73698,-7.12413,0.00007,0.05851,3.1136,0.0150,25.00
57.3,-1.44846,2.50324,0.03894,0.03341,2.2332,0.0150,25.00
57.4,1.20236,-6.64604,-0.09986,-0.02859,-7.6223,0.0150,25.00
57.5,-6.96605,3.48328,-0.01436,-0.01569,-3.1643,0.0150,25.00
57.6,-1.77236,10.58819,0.01991,-0.07502,-2.0659,0.0150,25.00
57.7,-1.35436,11.60559,0.03529,0.02620,0.2494,0.0150,25.00
57.8,-2.38140,5.62990,0.04715,0.03078,1.8449,0.0150,25.00
57.9,2.29998,-6.36668,-0.02946,0.01202,-1.8166,0.0150,25.00
58.0,-1.43313,4.42731,0.01608,0.02265,1.6796,0.0150,25.00
58.1,3.19052,4.43649,-0.03739,-0.03473,-6.6671,0.0150,25.00
58.2,-4.79519,11.75348,0.02015,0.02484,-3.4269,0.0150,25.00
58.3,-2.85916,2.48547,0.02857,0.00722,1.0447,0.0150,25.00
58.4,-1.18549,-10.05145,-0.05538,0.00269,-2.7999,0.0150,25.00
58.5,-2.68209,5.96468,0.04026,-0.00040,1.3939,0.0150,25.00
58.6,2.63743,0.99156,-0.03304,-0.02788,-3.0460,0.0150,25.00
58.7,-6.11651,3.18804,0.05056,0.08057,1.7218,0.0150,25.00
58.8,9.69360,17.59243,0.03877,-0.03114,-0.8759,0.0150,25.00
58.9,-6.76732,-13.99688,-0.11470,0.04669,-6.9115,0.0150,25.00
59.0,-5.11542,6.38883,0.04650,-0.03113,1.0011,0.0150,25.00
59.1,6.63835,-0.31002,0.00200,-0.05313,-2.4153,0.0150,25.00
59.2,-0.17508,2.21577,0.00729,0.01853,0.6023,0.0150,25.00
59.3,-1.95939,8.33059,0.03794,-0.01966,-0.0601,0.0150,25.00
59.4,-1.48182,-12.88693,-0.01170,0.05554,2.7641,0.0150,25.00
59.5,0.28830,5.12879,0.07565,0.02000,4.1740,0.0150,25.00
59.6,0.54074,-7.06239,-0.13533,-0.04520,-9.7109,0.0150,25.00
59.7,-11.45075,-3.92377,0.00183,0.00589,-0.2017,0.0150,25.00
59.8,-1.11875,10.47665,0.06745,-0.03364,3.1000,0.0150,25.00
59.9,1.53947,10.76807,0.02147,0.04017,1.3535,0.0150,25.00
60.0,-2.18886,2.77198,0.01893,0.04593,1.9859,0.0150,25.00
60.1,2.76360,-0.54894,-0.05009,-0.02480,-4.4932,0.0150,25.00
60.2,-4.61853,-0.79772,0.02203,0.02949,2.8698,0.0150,25.00
60.4,4.94971,9.38822,-0.02227,-0.05411,-6.3913,0.0150,25.00
60.5,-7.23994,12.72617,-0.03684,0.03457,-5.7960,0.0150,25.00
60.6,-6.87701,3.36186,0.01059,-0.00392,-1.3652,0.0150,25.00
60.7,0.71640,0.08019,-0.01553,-0.00058,-0.5571,0.0150,25.00
60.8,-1.29376,1.19181,0.01871,0.02260,1.5631,0.0150,25.00
60.9,4.13413,1.38702,-0.02505,-0.01108,-3.5785,0.0150,25.00
61.0,-3.87100,13.97129,0.03373,0.05563,1.9518,0.0150,25.00
61.1,4.63960,12.02793,0.06398,-0.03789,3.3734,0.0150,25.00
61.2,-3.65990,-13.98520,-0.10672,0.00909,-7.4800,0.0150,25.00
61.3,-5.57566,7.31391,0.02386,-0.03933,-1.1735,0.0150,25.00
61.4,1.60048,-1.29186,-0.00963,-0.05586,-1.7914,0.0150,25.00
61.5,-0.54388,1.91235,-0.00818,-0.00701,-2.2221,0.0150,25.00
61.6,-4.58972,6.94750,0.00838,-0.00831,-0.5759,0.0150,25.00
61.7,-1.25408,-5.09750,-0.00242,0.04993,0.2102,0.0150,25.00
61.8,-1.77511,1.79453,0.01541,0.03060,0.8224,0.0150,25.00
61.9,2.93520,1.43433,-0.04915,-0.02513,-3.7382,0.0150,25.00
62.0,-3.11132,3.35814,-0.01596,-0.00564,-3.7415,0.0150,25.00
62.1,-4.83607,6.12915,-0.00005,-0.03763,-2.7246,0.0150,25.00
62.2,-5.36486,-11.34102,-0.00227,0.05335,2.3926,0.0150,25.00
62.3,-0.63538,3.39229,0.08361,0.03083,6.6373,0.0150,25.00
62.4,1.32401,-5.60579,-0.13547,-0.05119,-9.4819,0.0150,25.00
62.5,-11.30160,2.10217,-0.02199,-0.01226,-3.2728,0.0150,25.00
62.6,-5.48719,5.23495,0.03496,-0.03788,1.5143,0.0150,25.00
62.7,1.09611,7.11603,0.02428,0.01815,0.2512,0.0150,25.00
62.8,-3.14224,1.52435,0.02455,0.05649,2.8215,0.0150,25.00
62.9,3.48761,-4.53183,-0.01980,0.02099,0.3588,0.0150,25.00
63.0,-0.16040,2.25832,0.00925,0.02322,0.3471,0.0150,25.00
63.1,4.29363,12.24557,0.01098,-0.06962,-2.8512,0.0150,25.00
63.2,-1.90062,3.65390,0.02882,0.05665,3.5880,0.0150,25.00
63.3,5.56087,15.73912,0.07571,-0.02723,3.6300,0.0150,25.00
63.4,-1.26356,-11.86425,-0.11300,-0.00108,-7.4802,0.0150,25.00
63.5,-6.43522,5.70908,0.04612,-0.00663,2.6296,0.0150,25.00
63.6,7.33167,14.46720,0.03488,-0.09503,-2.8013,0.0150,25.00
63.7,-1.72806,7.14544,0.01232,0.06328,1.5827,0.0150,25.00
63.8,-1.23169,-0.53468,0.01811,0.00426,0.3545,0.0150,25.00
63.9,-1.36087,-8.39909,-0.06599,-0.00214,-3.5696,0.0150,25.00
64.0,-3.28039,3.28604,0.01867,-0.01321,-1.2656,0.0150,25.00
64.1,5.20757,1.86943,-0.01435,-0.05685,-4.3253,0.0150,25.00
64.3,-1.86753,9.31496,0.00262,0.01128,-3.7976,0.0150,25.00
64.3,-4.61010,5.14448,-0.00179,-0.00876,-0.7915,0.0150,25.00
64.4,-3.93228,-14.15755,-0.03919,0.03253,-2.4552,0.0150,25.00
64.5,-2.46868,4.84386,0.06271,0.02220,5.1701,0.0150,25.00
64.7,5.45331,2.65241,-0.09818,-0.07662,-10.7548,0.0150,25.00
64.8,-10.76270,-1.18724,-0.06859,-0.01645,-7.0873,0.0150,25.00
64.9,-10.83219,0.96265,-0.01069,-0.02687,-3.0326,0.0150,25.00
65.0,-0.82190,11.06660,0.03611,0.00059,0.4678,0.0150,25.00
65.1,-3.05317,-0.81629,0.02138,0.05107,2.5784,0.0150,25.00
65.2,3.64276,-3.29032,-0.02088,0.02031,1.5632,0.0150,25.00
65.3,-0.23009,2.55739,0.02063,0.03632,-0.4628,0.0150,25.00
65.4,3.13084,13.08072,0.01539,-0.05466,-1.5386,0.0150,25.00
65.5,-3.20787,-7.03854,-0.00196,0.06567,2.8188,0.0150,25.00
65.6,-0.20595,2.86526,0.05978,0.02510,4.9336,0.0150,25.00
65.7,0.01352,-9.74021,-0.13360,-0.03507,-9.1988,0.0150,25.00
65.8,-10.25012,2.26865,-0.02015,-0.01972,-3.2962,0.0150,25.00
65.9,-4.83059,6.21708,0.03461,-0.04891,0.5907,0.0150,25.00
66.0,0.82766,6.53541,0.03096,0.01535,-0.1713,0.0150,25.00
66.1,-3.21079,8.46926,0.04176,0.03882,2.0796,0.0150,25.00
66.2,2.54884,-3.28875,-0.02285,0.00011,-1.5377,0.0150,25.00
66.3,-1.02786,4.26324,0.01916,0.02460,1.8389,0.0150,25.00
66.4,4.52408,10.71536,-0.03001,-0.05010,-6.4027,0.0150,25.00
66.5,-6.20887,16.99405,-0.00945,0.00350,-5.5276,0.0150,25.00
66.6,-7.46437,0.46679,0.00328,0.01021,-1.6952,0.0150,25.00
66.7,-0.52081,-0.49353,-0.01753,-0.00247,-0.4534,0.0150,25.00
66.8,-2.13489,-0.83876,0.04484,0.04246,4.1699,0.0150,25.00
66.9,6.31375,10.41966,-0.04990,-0.07490,-7.4072,0.0150,25.00
67.0,-9.92923,9.47533,0.01466,0.05215,-3.2220,0.0150,25.00
67.1,-1.52694,1.81930,0.09212,0.01791,6.6783,0.0150,25.00
67.2,0.15674,-8.00279,-0.05295,-0.00071,-2.3542,0.0150,25.00
67.3,-4.69061,-3.05873,0.07780,0.05344,6.1030,0.0150,25.00
67.4,3.32212,-4.93494,-0.14635,-0.06168,-12.9225,0.0150,25.00
67.5,-16.07681,0.39292,-0.06029,-0.00968,-6.7780,0.0150,25.00
67.6,-11.06761,2.49951,0.02226,-0.03182,1.0883,0.0150,25.00
67.7,1.91644,10.44366,0.04111,0.01231,2.0943,0.0150,25.00
67.8,-3.31338,-1.73503,0.03289,0.08424,4.2497,0.0150,25.00
67.9,5.29777,-1.60932,-0.00575,0.02498,1.3355,0.0150,25.00
68.0,0.96005,9.11674,0.01660,0.02973,-2.5343,0.0150,25.00
68.1,2.23902,12.41460,-0.01012,-0.05677,-3.2879,0.0150,25.00
68.2,-6.36119,4.72117,-0.04430,0.02975,-2.4757,0.0150,25.00
68.3,-5.93420,6.16002,-0.01311,-0.01981,-3.3613,0.0150,25.00
68.4,0.09103,-4.25552,-0.01341,-0.02264,0.2867,0.0150,25.00
68.5,-0.17812,3.47761,0.01230,0.00395,-0.1947,0.0150,25.00
68.6,6.70830,20.97741,0.03569,-0.08787,-2.4692,0.0150,25.00
68.8,-2.66610,-0.94376,0.01257,0.06807,2.5630,0.0150,25.00
68.9,-0.48472,3.30217,0.04988,0.01815,4.0802,0.0150,25.00
68.9,0.11969,-12.71531,-0.10033,-0.00157,-6.0897,0.0150,25.00
69.1,-7.75686,1.83875,0.05208,0.02330,4.0885,0.0150,25.00
69.2,7.94669,11.66734,-0.01100,-0.05301,-5.1218,0.0150,25.00
69.3,-7.85701,17.78481,-0.05484,0.02930,-6.6822,0.0150,25.00
69.4,-8.33761,2.28085,-0.00778,-0.02081,-3.8490,0.0150,25.00
69.5,-0.11698,-0.09522,-0.01244,-0.01311,-0.9565,0.0150,25.00
69.6,-2.05574,2.14002,0.01470,0.02257,-0.0308,0.0150,25.00
69.7,6.87774,11.70245,0.01024,-0.07085,-2.6447,0.0150,25.00
69.8,-1.72948,8.65943,0.02755,0.05163,1.0721,0.0150,25.00
69.9,-1.21816,-4.56835,0.03796,0.03157,2.8554,0.0150,25.00
70.0,-0.39353,-10.21440,-0.04999,0.01741,-2.1371,0.0150,25.00
70.1,-1.27920,4.31671,0.13211,0.03957,11.2640,0.0150,25.00
70.2,3.60678,-5.66324,-0.13673,-0.05576,-11.0369,0.0150,25.00
70.3,-14.74803,2.82518,-0.00908,0.02349,-6.5874,0.0150,25.00
70.4,-5.02683,10.29042,0.03533,-0.02589,1.3735,0.0150,25.00
70.5,-0.08150,7.59765,0.00242,0.03381,-1.7690,0.0150,25.00
70.6,-3.82931,-2.08396,0.00355,0.04657,0.4559,0.0150,25.00
70.7,4.36284,-5.66432,-0.00344,-0.01889,-2.6205,0.0150,25.00
70.8,-0.01915,6.58412,0.03739,0.03536,2.2869,0.0150,25.00
70.9,5.84627,20.84645,0.06236,-0.05544,3.5940,0.0150,25.00
71.0,-4.33432,-11.92779,-0.04119,0.07991,-0.0842,0.0150,25.00
71.1,-0.59646,6.98553,0.06126,-0.00454,1.9796,0.0150,25.00
71.2,3.30704,-4.19547,-0.10356,-0.05927,-10.1293,0.0150,25.00
71.3,-10.46112,0.96618,-0.05294,-0.01644,-5.0637,0.0150,25.00
71.4,-6.20189,7.25384,0.01936,-0.06410,-0.3246,0.0150,25.00
71.5,0.32157,16.06659,0.04919,0.00291,0.4616,0.0150,25.00
71.6,-2.37277,8.52915,0.03563,0.03629,3.9218,0.0150,25.00
71.7,1.76563,-2.61929,-0.01675,0.01285,-1.0117,0.0150,25.00
71.8,-1.15134,-0.56012,0.05097,0.05149,5.9154,0.0150,25.00
71.9,9.28441,24.99971,-0.04817,-0.10700,-10.8614,0.0150,25.00
72.0,-13.07611,13.82716,-0.07577,0.02688,-10.2328,0.0150,25.00
72.1,-9.40855,-0.28004,-0.00361,-0.02290,-3.0005,0.0150,25.00
72.2,2.17840,5.05261,0.02644,-0.00475,3.0033,0.0150,25.00
72.3,-1.06319,-0.31412,-0.00043,0.02935,-0.4507,0.0150,25.00
72.4,2.84408,2.54776,0.01761,-0.02799,0.2129,0.0150,25.00
72.5,0.44061,0.52389,0.01757,0.03372,1.7620,0.0150,25.00
72.6,-5.07366,-0.26638,0.02671,0.05501,1.6082,0.0150,25.00
72.7,1.42304,-10.62824,-0.03372,0.02939,-1.3253,0.0150,25.00
72.8,-1.52025,5.45613,-0.01186,-0.00651,-2.6772,0.0150,25.00
72.9,1.49738,2.16591,-0.03132,-0.05826,-6.7299,0.0150,25.00
73.0,-2.77693,11.19044,0.03577,0.02188,-1.4770,0.0150,25.00
73.1,3.46383,18.97135,0.05055,-0.06521,0.7420,0.0150,25.00
73.2,-2.54162,-12.76003,-0.04032,0.05027,0.0317,0.0150,25.00
73.3,-1.22593,5.82136,0.08298,0.02276,5.3551,0.0150,25.00
73.4,6.55683,1.12580,-0.09920,-0.07256,-10.7749,0.0150,25.00
73.5,-12.62754,-0.63265,-0.03852,0.01423,-6.1836,0.0150,25.00
73.7,-7.03643,4.24320,0.01653,-0.03695,-1.0661,0.0150,25.00
73.8,0.10479,15.90117,0.02210,-0.00043,-1.0312,0.0150,25.00
73.9,-3.52820,2.62376,0.00846,0.03776,1.6887,0.0150,25.00
74.0,2.91994,-5.87872,-0.01025,0.00155,1.0019,0.0150,25.00
74.1,1.75708,8.50929,0.01793,0.00897,-0.5672,0.0150,25.00
74.2,-2.06780,0.10388,0.00965,-0.00252,0.6044,0.0150,25.00
74.3,-2.69332,-6.21917,0.01748,0.06752,4.6140,0.0150,25.00
74.4,2.00565,4.74775,0.08468,0.02551,7.1218,0.0150,25.00
74.5,-0.52934,-8.98203,-0.13484,-0.02389,-10.0177,0.0150,25.00
74.6,-9.97134,4.01212,0.01144,-0.01397,-0.7009,0.0150,25.00
74.7,-1.33938,6.38638,0.02535,-0.06044,-0.1986,0.0150,25.00
74.8,0.52955,5.52025,0.01078,0.01232,-2.4425,0.0150,25.00
74.9,-3.83579,4.50780,0.01123,0.03070,-0.5110,0.0150,25.00
75.0,2.30672,-1.79874,-0.02414,-0.00083,-0.8906,0.0150,25.00
75.1,-1.44871,3.24842,-0.00179,0.01071,-0.5854,0.0150,25.00
75.2,2.64967,11.12034,0.01032,-0.06211,-1.7635,0.0150,25.00
75.3,-2.32381,4.43001,0.03665,0.05560,3.7980,0.0150,25.00
75.4,7.98626,19.40607,0.06744,-0.02998,2.8736,0.0150,25.00
75.5,-1.08384,-13.26368,-0.11129,0.01588,-7.1806,0.0150,25.00
75.6,-4.09605,8.55478,0.04279,-0.02398,0.2863,0.0150,25.00
75.7,7.77033,16.26054,0.01274,-0.09875,-3.8759,0.0150,25.00
75.8,-2.32216,10.66550,-0.00291,0.01088,-4.7805,0.0150,25.00
75.9,-5.89535,1.52022,-0.01667,-0.00721,-1.6748,0.0150,25.00
76.0,-2.77973,-10.46440,-0.02363,0.02585,-1.5668,0.0150,25.00
76.1,-1.97024,0.42482,0.08358,0.05024,7.6092,0.0150,25.00
76.2,4.13344,-5.74587,-0.11886,-0.04636,-9.8211,0.0150,25.00
76.3,-11.73567,1.19233,-0.01406,0.00330,-4.5622,0.0150,25.00
76.4,-4.74412,10.04299,0.03480,-0.04063,1.0409,0.0150,25.00
76.5,0.33354,6.75296,0.00239,0.01956,-1.3985,0.0150,25.00
76.6,-3.50860,2.25144,0.00704,0.03801,1.0248,0.0150,25.00
76.7,3.05420,-5.73512,-0.00774,-0.00148,0.7364,0.0150,25.00
76.8,-0.22578,3.78229,0.04468,0.03193,3.9936,0.0150,25.00
76.9,9.32335,19.60692,0.03565,-0.06600,-2.3340,0.0150,25.00
77.0,-4.79035,-9.33200,-0.04821,0.07130,-0.7992,0.0150,25.00
77.1,-3.36977,0.43331,0.02116,0.01645,1.6952,0.0150,25.00
77.2,0.90147,-1.97898,-0.03919,-0.02656,-3.0438,0.0150,25.00
77.3,-3.40680,-0.07901,0.02791,0.02996,3.0896,0.0150,25.00
77.4,7.84667,15.66356,0.02587,-0.07113,-2.8054,0.0150,25.00
77.5,-5.88079,-8.22409,-0.02359,0.08965,0.9216,0.0150,25.00
77.6,0.24566,4.29997,0.08751,0.00966,6.3766,0.0150,25.00
77.7,0.43560,-9.58763,-0.12216,-0.03211,-7.6424,0.0150,25.00
77.8,-8.29777,4.50238,-0.01782,-0.02032,-1.9605,0.0150,25.00
78.0,-2.02333,8.68435,-0.00356,-0.07762,-4.1558,0.0150,25.00
78.0,-2.86141,-3.01587,-0.01431,0.00204,-2.7484,0.0150,25.00
78.2,-3.32354,-8.95715,-0.02929,0.03047,0.8126,0.0150,25.00
78.3,-3.32359,-8.95777,-0.02162,0.02400,1.3374,0.0150,25.00
78.4,-3.32359,-8.95777,-0.01375,0.01550,1.9013,0.0150,25.00
78.5,-3.32359,-8.95777,-0.00798,0.00904,2.3178,0.0150,25.00
78.6,-3.32359,-8.95777,-0.00480,0.00545,2.5475,0.0150,25.00
78.7,-3.32359,-8.95777,-0.00288,0.00327,2.6866,0.0150,25.00
78.8,-3.32359,-8.95777,-0.00173,0.00196,2.7703,0.0150,25.00
78.9,-3.32359,-8.95777,-0.00098,0.00112,2.8241,0.0150,25.00
79.0,-3.32359,-8.95777,-0.00059,0.00067,2.8527,0.0150,25.00
79.1,-8.59766,-5.93496,0.02660,0.04346,3.7282,0.0150,25.00
79.2,4.63318,7.81262,-0.19158,-0.18284,-17.1305,0.0150,25.00
79.3,-25.43506,2.25962,-0.16118,-0.03858,-16.2481,0.0150,25.00
79.4,-15.74870,3.68104,0.00641,-0.08881,-2.6251,0.0150,25.00
79.5,1.99168,4.84104,0.08062,-0.06567,4.0777,0.0150,25.00
79.6,3.83534,9.89177,0.03905,0.02537,2.1231,0.0150,25.00
79.7,2.47507,9.18245,0.07591,0.01895,6.2141,0.0150,25.00
79.8,1.13194,-6.45371,0.03174,0.08149,4.6819,0.0150,25.00
79.9,10.22163,25.63354,0.10513,-0.01824,4.1228,0.0150,25.00
80.0,0.82054,-6.67063,-0.11894,0.00062,-8.0825,0.0150,25.00
80.1,-8.82042,5.43650,0.06527,0.02708,4.0978,0.0150,25.00
80.2,12.55055,25.64515,0.04250,-0.08419,-5.9370,0.0150,25.00
80.3,-7.90742,2.02797,-0.06421,0.08481,-3.9869,0.0150,25.00
80.4,-6.52030,8.36094,0.01143,-0.01121,-0.9921,0.0150,25.00
