Time,XPosition,XVelocity,Angle,AngularVelocity
16.693,0.0000010014133187823926,4.814634805772816e-7,7.170654967580958e-7,-0.0000012068446245567864
16.694,0.0000010018947822629699,4.739636416449617e-7,7.15860224431708e-7,-0.0000012084051559222002
16.695,0.0000010023687459046148,4.6647914177252453e-7,7.146533800295174e-7,-0.000001209954247200667
16.696,0.0000010028352250463873,4.5900999075593275e-7,7.134449742096649e-7,-0.000001211491916576264
16.697,0.0000010032942350371432,4.5155619821763053e-7,7.122350194066485e-7,-0.0000012130181821215858
16.698,0.0000010037457912353608,4.441177735958358e-7,7.110235280549659e-7,-0.0000012145330620771724
16.699,0.0000010041899090089567,4.366947263480449e-7,7.098105090364015e-7,-0.000001216036574886424
16.7,0.0000010046266037353048,4.2928706566264144e-7,7.0859597656181e-7,-0.0000012175287386456475
16.701,0.0000010050558908009675,4.2189480073702335e-7,7.073799395129754e-7,-0.0000012190095718739902
16.702,0.0000010054777856017044,4.1451794059905243e-7,7.061624103243958e-7,-0.0000012204790927769757
16.703,0.0000010058923035423034,4.071564940886357e-7,7.049434014305689e-7,-0.0000012219373197150856
16.704,0.000001006299460036392,3.9981047006034e-7,7.03722921713279e-7,-0.0000012233842712638194
16.705000000000002,0.0000010066992705064524,3.9247987719706995e-7,7.02500983607024e-7,-0.0000012248199656666435
16.706,0.0000010070917503836494,3.851647239907026e-7,7.012775995463016e-7,-0.000001226244421328915
16.707,0.00000100747691510764,3.7786501884263093e-7,7.000527801892531e-7,-0.0000012276576568810287
16.708000000000002,0.0000010078547801264825,3.7058077007312675e-7,6.988265361940194e-7,-0.0000012290596909073808
16.709,0.0000010082253608965556,3.6331198592077705e-7,6.975988782187414e-7,-0.000001230450541915839
16.71,0.0000010085886728824764,3.5605867443860396e-7,6.963698186979173e-7,-0.0000012318302283395808
16.711000000000002,0.000001008944731556915,3.488208435856699e-7,6.951393682896878e-7,-0.0000012331987688190077
16.712,0.0000010092935524005006,3.4159850123538485e-7,6.939075376521942e-7,-0.0000012345561819598564
16.713,0.0000010096351509017359,3.3439165507290327e-7,6.926743392199342e-7,-0.0000012359024863061105
16.714,0.0000010099695425568089,3.272003126869776e-7,6.914397836510489e-7,-0.0000012372377006177517
16.715,0.0000010102967428694958,3.200244815783721e-7,6.902038816036793e-7,-0.0000012385618436280595
16.716,0.000001010616767351074,3.1286416915938714e-7,6.889666437359665e-7,-0.0000012398749340161767
16.717,0.0000010109296315202334,3.0571938265019906e-7,6.877280824824084e-7,-0.0000012411769904086596
16.718,0.0000010112353509028836,2.9859012927273844e-7,6.86488206724789e-7,-0.0000012424680316606765
16.719,0.0000010115339410321563,2.9147641606362783e-7,6.852470288976065e-7,-0.0000012437480763374445
16.72,0.00000101182541744822,2.843782498551403e-7,6.840045614353585e-7,-0.000001245017143210566
16.721,0.000001012109795698075,2.7729563747823727e-7,6.827608132198293e-7,-0.0000012462752513201197
16.722,0.0000010123870913355533,2.702285855767916e-7,6.815157966855168e-7,-0.0000012475224194262296
16.723,0.00000101265731992113,2.631771007928518e-7,6.802695207142051e-7,-0.0000012487586665012097
16.724,0.000001012920497021923,2.5614118957856796e-7,6.790219977403922e-7,-0.0000012499840112390918
16.725,0.0000010131766382115014,2.491208582792022e-7,6.77773238422219e-7,-0.0000012511984725552612
16.726,0.0000010134257590697805,2.421161130386727e-7,6.765232551941835e-7,-0.0000012524020693725938
16.727,0.0000010136678751828193,2.3512695999491264e-7,6.752720569380699e-7,-0.000001253594820872641
16.728,0.0000010139030021428142,2.2815340519528025e-7,6.740196543120192e-7,-0.000001254776745972237
16.729,0.0000010141311555480096,2.2119545448424524e-7,6.727660597505292e-7,-0.0000012559478635425121
16.73,0.000001014352351002494,2.142531136964721e-7,6.715112821353841e-7,-0.0000012571081927183088
16.731,0.0000010145666041161904,2.073263884700103e-7,6.702553339010819e-7,-0.00000125825775238221
16.732,0.0000010147739305046604,2.0041528432967614e-7,6.689982257057636e-7,-0.000001259396561660053
16.733,0.00000101497434578899,1.9351980669488213e-7,6.677399682075702e-7,-0.000001260524639705856
16.734,0.0000010151678655956849,1.8663996087962166e-7,6.664805720646427e-7,-0.0000012616420056762867
16.735,0.0000010153545055565645,1.7977575209143258e-7,6.652200479351222e-7,-0.000001262748678730713
16.736,0.0000010155342813086558,1.729271854302602e-7,6.639584064771498e-7,-0.0000012638446780345826
16.737000000000002,0.0000010157072084940861,1.660942658873426e-7,6.626956583488663e-7,-0.0000012649300227631297
16.738,0.0000010158733027599734,1.592769983441332e-7,6.61431814208413e-7,-0.0000012660047321050107
16.739,0.0000010160325797583175,1.5247538757126202e-7,6.601668847139308e-7,-0.0000012670688252658172
16.740000000000002,0.0000010161850551458887,1.4568943822753372e-7,6.589008805235608e-7,-0.0000012681223214714627
16.741,0.0000010163307445841163,1.389191548589617e-7,6.576338122954439e-7,-0.0000012691652399714505
16.742,0.0000010164696637389754,1.3216454189783623e-7,6.563656906877213e-7,-0.0000012701976000420225
16.743000000000002,0.0000010166018282808732,1.2542560376386923e-7,6.550965245821772e-7,-0.0000012712194209891978
16.744,0.000001016727253884637,1.187023446677345e-7,6.538263264133093e-7,-0.0000012722307218757783
16.745,0.0000010168459562293047,1.1199476869357778e-7,6.525551068392588e-7,-0.000001273231522048329
16.746,0.0000010169579509979983,1.05302879807144e-7,6.512828765181666e-7,-0.000001274221840924947
16.747,0.0000010170632538778054,9.862668195824497e-8,6.500096443318171e-7,-0.0000012752016979687596
16.748,0.0000010171618805597636,9.196617888457428e-8,6.48735422714708e-7,-0.0000012761711124106147
16.749,0.0000010172538467386482,8.532137429638962e-8,6.474602205486235e-7,-0.000001277130103775166
16.75,0.0000010173391681129446,7.869227168915297e-8,6.461840502680616e-7,-0.0000012780786913922974
16.751,0.0000010174178603846338,7.207887452944407e-8,6.449069207548064e-7,-0.0000012790168948944285
16.752,0.0000010174899392591633,6.54811861698474e-8,6.436288426669989e-7,-0.0000012799447337239247
16.753,0.0000010175554204453332,5.8899209941379163e-8,6.423498248864234e-7,-0.000001280862227353815
16.754,0.0000010176143196552746,5.23329489561705e-8,6.410698798475778e-7,-0.0000012817693950432243
16.755,0.0000010176666526042307,4.5782406190170295e-8,6.39789018208603e-7,-0.0000012826662563671498
16.756,0.000001017712435010421,3.9247584593638106e-8,6.385072488512833e-7,-0.0000012835528310036
16.757,0.0000010177516825950147,3.272848699834824e-8,6.372245824337597e-7,-0.000001284429138430117
16.758,0.000001017784411082013,2.6225116107112923e-8,6.359410296141732e-7,-0.000001285295198169547
16.759,0.0000010178106361981202,1.973747449211278e-8,6.346566010506649e-7,-0.0000012861510298242045
16.76,0.0000010178303736726123,1.3265564696467995e-8,6.33371305625019e-7,-0.0000012869966530813162
16.761,0.0000010178436392373088,6.80938914038572e-9,6.320851539953765e-7,-0.000001287832087438634
16.762,0.0000010178504486264491,3.6895011068370647e-10,6.307981568198784e-7,-0.000001288657352453653
16.763,0.0000010178508175765599,-6.055750240741448e-9,6.295103247566658e-7,-0.000001289472467777773
16.764,0.000001017844761826319,-1.2464709795192069e-8,6.282216666875229e-7,-0.000001290277453161293
16.765,0.0000010178322971165238,-1.8857926662916974e-8,6.269321950469475e-7,-0.0000012910723281785321
16.766000000000002,0.000001017813439189861,-2.5235398895809186e-8,6.256419169403671e-7,-0.0000012918571127524883
16.767,0.0000010177882037909652,-3.159712476773931e-8,6.243508448022794e-7,-0.0000012926318263884563
16.768,0.0000010177566066661975,-3.794310259828868e-8,6.230589875144688e-7,-0.0000012933964889176848
16.769000000000002,0.0000010177186635635993,-4.427333083859598e-8,6.217663557350761e-7,-0.0000012941511200362424
16.77,0.0000010176743902327607,-5.058780808052425e-8,6.204729601222425e-7,-0.000001294895739528127
16.771,0.0000010176238024246802,-5.688653295575364e-8,6.191788095577522e-7,-0.0000012956303672951582
16.772000000000002,0.0000010175669158917245,-6.31695042293877e-8,6.178839146997461e-7,-0.0000012963550230847562
16.773,0.0000010175037463874952,-6.943672070803027e-8,6.165882844300086e-7,-0.0000012970697267383558
16.774,0.0000010174343096667871,-7.568818133450806e-8,6.152919294066805e-7,-0.0000012977744979484808
16.775,0.0000010173586214854527,-8.192388519804756e-8,6.139948602879031e-7,-0.0000012984693565107991
16.776,0.0000010172766976002546,-8.814383143332207e-8,6.126970859554604e-7,-0.0000012991543223573063
16.777,0.0000010171885537688214,-9.434801931387659e-8,6.113986170674934e-7,-0.0000012998294152839565
16.778,0.0000010170942057495075,-1.0053644816001166e-7,6.100994625057865e-7,-0.0000013004946551984834
16.779,0.0000010169936693013474,-1.0670911743331754e-7,6.087996329284806e-7,-0.0000013011500618768472
16.78,0.000001016886960183914,-1.1286602674666955e-7,6.074991389937168e-7,-0.0000013017956552146729
16.781,0.0000010167740941571674,-1.1900717576310037e-7,6.061979895832792e-7,-0.0000013024314552598433
16.782,0.0000010166550869814042,-1.2513256418701372e-7,6.048961935789521e-7,-0.0000013030574819395593
16.783,0.0000010165299544172173,-1.3124219186749934e-7,6.035937616388765e-7,-0.000001303673755031689
16.784,0.0000010163987122253498,-1.3733605880936545e-7,6.022907044211934e-7,-0.000001304280294444841
16.785,0.0000010162613761665404,-1.4341416507200765e-7,6.00987030807687e-7,-0.000001304877120254338
16.786,0.0000010161179620014684,-1.4947651076048424e-7,5.996827496801416e-7,-0.000001305464252429266
16.787,0.0000010159684854907078,-1.5552309612867948e-7,5.983778716966981e-7,-0.0000013060417108033735
16.788,0.0000010158129623945792,-1.6155392159018794e-7,5.970724075154976e-7,-0.0000013066095153546474
16.789,0.000001015651408472989,-1.6756898761704022e-7,5.957663660183243e-7,-0.0000013071676862408062
16.79,0.0000010154838394853719,-1.7356829473064066e-7,5.944597560869624e-7,-0.0000013077162435258812
16.791,0.0000010153102711906412,-1.795518436047981e-7,5.93152588379553e-7,-0.0000013082552071506656
16.792,0.0000010151307193470364,-1.855196349744397e-7,5.918448717778801e-7,-0.0000013087845972118611
16.793,0.0000010149451997120618,-1.9147166972980703e-7,5.90536616940085e-7,-0.0000013093044337212286
16.794,0.000001014753728042332,-1.9740794882392963e-7,5.892278327479517e-7,-0.0000013098147368559256
16.795,0.0000010145563200935081,-2.0332847326456566e-7,5.879185280832644e-7,-0.000001310315526713613
16.796,0.0000010143529916202435,-2.0923324421719652e-7,5.866087136041642e-7,-0.0000013108068232861757
16.797,0.0000010141437583760264,-2.1512226291357028e-7,5.852983981924353e-7,-0.0000013112886467387499
16.798000000000002,0.0000010139286361131128,-2.2099553064367266e-7,5.83987590729862e-7,-0.0000013117610171683188
16.799,0.000001013707640582469,-2.2685304885861587e-7,5.826763018745851e-7,-0.0000013122239545775318
16.8,0.0000010134807875336104,-2.3269481907906193e-7,5.813645405083889e-7,-0.0000013126774791533874
